,name,pLDDT_full,pLDDT_inpaint,linker_start,linker_end
1045,hit6_normal_85_0,0.86532134,0.58651495,58,74
1046,hit6_reloop_294_0,0.8389685,0.59242487,64,83
1047,hit6_reloop_206_0,0.83100283,0.6648867,68,80
1048,hit6_swap_277_0,0.8402183,0.63817716,56,73
1049,hit6_swap_789_0,0.82813454,0.6434434,62,77
1050,hit6_normal_17_0,0.87271935,0.5559099,58,76
1051,hit6_swap_774_0,0.84859294,0.52223015,67,76
1052,hit6_reloop_705_0,0.85811913,0.55658364,59,71
1053,CSM8_normal_12_0,0.9007564,0.64001465,58,70
1054,hit6_reloop_1066_0,0.8401766,0.72620606,65,83
1055,hit6_reloop_800_0,0.8595363,0.68683296,67,84
1056,hit6_swap_871_0,0.84732825,0.650898,63,78
1057,CSM8_reloop_1028_0,0.8521566,0.6071372,65,82
1058,hit6_swap_90_0,0.8230138,0.5934887,56,68
1059,hit6_swap_450_0,0.833802,0.6108961,56,74
1060,hit6_reloop_421_0,0.8295581,0.6479616,64,83
1061,CSM8_swap_86_0,0.8290706,0.668993,67,77
1062,hit6_reloop_122_0,0.799785,0.5930218,61,80
1063,hit6_swap_153_0,0.8427279,0.546346,58,71
1064,CSM8_swap_109_0,0.8642133,0.55284226,65,75
1065,hit6_reloop_1342_0,0.81537074,0.5457927,70,91
1066,hit6_reloop_1165_0,0.8234963,0.6296737,63,83
1067,CSM8_reloop_1428_0,0.806993,0.56825393,60,77
1068,hit6_swap_972_0,0.83310866,0.7012167,62,79
1069,hit6_reloop_1466_0,0.8208835,0.66096544,68,87
1070,hit6_reloop_1198_0,0.8435959,0.55919105,62,77
1071,CSM8_reloop_418_0,0.8627452,0.63780195,70,84
1072,hit6_reloop_903_0,0.8755636,0.6800334,63,78
1073,hit6_swap_374_0,0.81971,0.6132985,55,72
1074,CSM8_reloop_34_0,0.8266537,0.7230157,67,88
1075,hit6_reloop_305_0,0.839478,0.691985,67,79
1076,hit6_reloop_606_0,0.8422961,0.6567559,64,78
1077,hit6_reloop_31_0,0.8561505,0.5867265,65,83
1078,hit6_swap_389_0,0.8235124,0.58841306,63,76
1079,hit6_swap_677_0,0.8760383,0.6021849,61,74
1080,CSM8_swap_1118_0,0.8295105,0.66758883,62,74
1081,CSM8_swap_928_0,0.83781445,0.65547895,59,71
1082,CSM8_swap_509_0,0.8164246,0.5793887,58,77
1083,hit6_reloop_1241_0,0.8422626,0.6964059,64,84
1084,CSM8_reloop_839_0,0.8585005,0.60526544,67,83
1085,hit6_reloop_522_0,0.8631503,0.6700721,67,79
1086,hit6_swap_553_0,0.843082,0.6543651,63,73
1087,CSM8_reloop_856_0,0.7992213,0.5482179,65,85
1088,CSM8_swap_1253_0,0.79532605,0.5337754,59,70
1089,hit6_swap_1256_0,0.8110156,0.553398,62,74
1090,CSM8_reloop_1260_0,0.8649478,0.65178674,61,77
1091,CSM8_swap_566_0,0.8139134,0.56914157,61,76
1092,CSM8_reloop_753_0,0.8507643,0.60742295,58,70
1093,CSM8_reloop_250_0,0.8249896,0.59358776,60,75
1094,CSM8_swap_1474_0,0.77460164,0.5277765,64,80
1095,hit6_reloop_694_0,0.8370534,0.6218937,57,72
1096,hit6_swap_1172_0,0.85597473,0.53655565,55,64
1097,hit6_reloop_669_0,0.83738446,0.5690627,66,79
1098,hit6_reloop_397_0,0.8055681,0.64285827,69,89
1099,hit6_swap_1471_0,0.81661284,0.59575546,62,77
1100,hit6_swap_618_0,0.811233,0.5700471,61,72
1101,CSM8_swap_1177_0,0.82496715,0.599954,62,75
1102,CSM8_swap_1489_0,0.81263703,0.58374035,57,76
1103,CSM8_swap_947_0,0.8028636,0.55235875,63,76
1104,CSM8_reloop_174_0,0.8440413,0.7247662,66,78
1105,hit6_reloop_991_0,0.7928747,0.60550404,60,78
1106,CSM8_swap_341_0,0.83656996,0.6505604,62,72
1107,CSM8_reloop_1447_0,0.78768605,0.51664346,60,71
1108,CSM8_swap_642_0,0.82865554,0.6308438,62,71
1109,CSM8_reloop_1144_0,0.8169345,0.6070282,59,78
1110,hit6_reloop_1409_0,0.823204,0.6146121,61,76
1111,CSM8_reloop_189_0,0.7784811,0.5471447,67,83
1112,CSM8_reloop_477_0,0.83552766,0.55397046,62,83
1113,CSM8_swap_981_0,0.85145974,0.5936795,56,66
1114,CSM8_reloop_60_0,0.83667916,0.5897952,61,75
1115,hit6_swap_320_0,0.8231563,0.65384555,65,79
1116,hit6_reloop_98_0,0.8286253,0.6514958,59,73
1117,hit6_swap_1149_0,0.8221528,0.64240056,63,75
1118,hit6_reloop_65_0,0.8133436,0.6060807,61,75
1119,hit6_reloop_652_0,0.8553492,0.65410835,64,77
1120,hit6_swap_623_0,0.80549926,0.5784455,60,79
1121,hit6_reloop_1131_0,0.84035593,0.64681166,58,75
1122,CSM8_reloop_1182_0,0.79810935,0.58429474,64,85
1123,CSM8_swap_684_0,0.7948898,0.5199338,66,77
1124,CSM8_reloop_1481_0,0.8394245,0.6749022,59,74
1125,hit6_swap_926_0,0.796569,0.57815623,60,76
1126,CSM8_swap_679_0,0.7700923,0.51754487,67,84
1127,CSM8_swap_387_0,0.7981653,0.58291745,65,83
1128,hit6_reloop_957_0,0.83804715,0.6842016,62,73
1129,hit6_reloop_1432_0,0.84306943,0.717849,68,80
1130,hit6_reloop_576_0,0.80279154,0.57193416,66,83
1131,hit6_swap_1290_0,0.8393886,0.6626554,62,71
1132,hit6_swap_507_0,0.857093,0.64669245,68,82
1133,CSM8_swap_1268_0,0.8383357,0.570557,63,77
1134,CSM8_swap_1295_0,0.8041154,0.5498978,56,74
1135,CSM8_reloop_890_0,0.8413536,0.53051066,66,86
1136,CSM8_reloop_768_0,0.8148893,0.60407865,65,81
1137,CSM8_reloop_296_0,0.8331836,0.71542454,67,87
1138,hit6_reloop_1215_0,0.85040176,0.6792781,58,74
1139,CSM8_reloop_795_0,0.81304705,0.5925799,57,78
1140,CSM8_swap_532_0,0.8542226,0.51300424,57,71
1141,CSM8_reloop_1234_0,0.82366776,0.5921146,66,85
1142,CSM8_reloop_707_0,0.83391845,0.67213446,63,84
1143,hit6_reloop_1287_0,0.8394686,0.6911928,64,77
1144,CSM8_reloop_204_0,0.8657488,0.61988735,60,74
1145,hit6_reloop_519_0,0.8382009,0.7215959,70,84
1146,CSM8_reloop_802_0,0.82650286,0.5801313,60,71
1147,hit6_swap_568_0,0.85959065,0.5871136,62,73
1148,CSM8_swap_1207_0,0.8215314,0.53750664,65,77
1149,hit6_swap_595_0,0.80921996,0.6199699,67,79
1150,hit6_swap_1202_0,0.83145237,0.6589225,64,77
1151,CSM8_reloop_120_0,0.838265,0.7079232,67,78
1152,CSM8_reloop_1413_0,0.86324203,0.6542084,63,80
1153,CSM8_swap_315_0,0.8286381,0.6801706,60,77
1154,hit6_swap_949_0,0.8509119,0.59321207,58,72
1155,CSM8_swap_616_0,0.8329633,0.5369084,61,74
1156,CSM8_reloop_423_0,0.8362347,0.6330495,56,69
1157,CSM8_swap_1420_0,0.7952835,0.5579182,62,78
1158,hit6_swap_1126_0,0.83718497,0.6603673,59,71
1159,hit6_swap_1425_0,0.82337075,0.6347739,65,74
1160,CSM8_swap_913_0,0.8193234,0.62291366,62,72
1161,CSM8_swap_1123_0,0.79224557,0.5185321,63,81
1162,CSM8_swap_1304_0,0.8306226,0.58531195,64,83
1163,hit6_swap_195_0,0.8453754,0.66062725,60,70
1164,CSM8_reloop_901_0,0.8087937,0.6130866,65,83
1165,CSM8_swap_40_0,0.8202293,0.6192198,62,77
1166,hit6_swap_1301_0,0.7908363,0.5808521,64,80
1167,hit6_reloop_119_0,0.83367145,0.6961241,66,84
1168,CSM8_reloop_1_0,0.8267236,0.6073943,57,77
1169,hit6_swap_496_0,0.8778043,0.6373884,59,76
1170,hit6_swap_168_0,0.8428554,0.60756016,59,72
1171,hit6_reloop_1384_0,0.84673023,0.62665856,57,75
1172,CSM8_reloop_604_0,0.7913285,0.52701193,65,76
1173,CSM8_reloop_1337_0,0.83360624,0.61077356,68,83
1174,CSM8_swap_132_0,0.82121,0.6067589,57,75
1175,CSM8_reloop_307_0,0.83823764,0.67715925,59,72
1176,hit6_reloop_1379_0,0.86126375,0.6429531,57,69
1177,CSM8_swap_1020_0,0.82469386,0.5724917,61,77
1178,CSM8_swap_810_0,0.8507139,0.66617846,59,69
1179,CSM8_normal_29_0,0.8615368,0.5187762,58,75
1180,hit6_swap_56_0,0.8205751,0.5563833,64,82
1181,CSM8_swap_216_0,0.8206457,0.49583706,65,82
1182,CSM8_reloop_520_0,0.83863914,0.68541354,58,75
1183,CSM8_swap_715_0,0.82498205,0.67033285,58,72
1184,CSM8_reloop_1013_0,0.82070726,0.6529769,69,83
1185,hit6_swap_39_0,0.80230576,0.5866618,63,79
1186,CSM8_swap_787_0,0.863683,0.6081059,54,64
1187,CSM8_swap_279_0,0.8250449,0.6628574,60,76
1188,CSM8_reloop_1081_0,0.8137941,0.57274514,65,86
1189,hit6_reloop_1032_0,0.82560825,0.6084791,58,72
1190,hit6_reloop_854_0,0.8130665,0.5449637,61,72
1191,CSM8_swap_284_0,0.82753795,0.610262,63,80
1192,hit6_swap_825_0,0.83233654,0.67375505,58,70
1193,hit6_reloop_252_0,0.8624137,0.6655797,57,71
1194,hit6_swap_223_0,0.85200006,0.6097609,60,78
1195,hit6_normal_43_0,0.90361243,0.53283244,58,67
1196,CSM8_swap_882_0,0.7947796,0.55916876,66,85
1197,hit6_swap_720_0,0.8152067,0.5673633,59,75
1198,CSM8_normal_46_0,0.9290159,0.52560264,58,69
1199,CSM8_reloop_395_0,0.8404826,0.7126088,67,80
1200,CSM8_reloop_1358_0,0.85840744,0.6818769,63,76
1201,CSM8_reloop_696_0,0.8228255,0.62278885,60,79
1202,CSM8_reloop_368_0,0.83258617,0.6708327,69,81
1203,hit6_reloop_1316_0,0.83779866,0.735872,69,80
1204,hit6_swap_404_0,0.8430926,0.5931085,54,63
1205,hit6_swap_1393_0,0.8210871,0.62274694,61,79
1206,hit6_reloop_475_0,0.8475661,0.5820087,62,78
1207,CSM8_reloop_993_0,0.77877903,0.61027074,68,80
1208,hit6_reloop_176_0,0.8591914,0.5942004,59,80
1209,hit6_reloop_488_0,0.8709923,0.7010125,62,83
1210,hit6_swap_107_0,0.79388684,0.5516392,65,79
1211,CSM8_swap_1396_0,0.8109347,0.62561786,64,83
1212,CSM8_reloop_823_0,0.8420427,0.67443264,65,76
1213,hit6_reloop_538_0,0.8518261,0.5704225,68,83
1214,hit6_swap_549_0,0.83084655,0.673138,59,76
1215,CSM8_swap_1226_0,0.8402193,0.5250007,57,70
1216,hit6_swap_1223_0,0.8145343,0.58220345,59,75
1217,CSM8_reloop_1215_0,0.7957731,0.5823148,66,80
1218,CSM8_swap_513_0,0.8157486,0.6245831,64,79
1219,CSM8_reloop_726_0,0.81572974,0.5945751,62,82
1220,CSM8_reloop_225_0,0.8766257,0.60324365,63,76
1221,CSM8_swap_1401_0,0.840381,0.6064671,64,77
1222,hit6_swap_1107_0,0.801949,0.5549729,62,77
1223,hit6_swap_1404_0,0.8379225,0.56936103,68,80
1224,hit6_swap_393_0,0.8098198,0.56441367,58,74
1225,CSM8_swap_1102_0,0.79725015,0.5415829,56,74
1226,CSM8_swap_932_0,0.8100384,0.5399856,63,74
1227,CSM8_reloop_101_0,0.837862,0.6273952,61,82
1228,hit6_reloop_1481_0,0.84295994,0.6279375,62,75
1229,CSM8_swap_334_0,0.83824354,0.5506205,62,80
1230,CSM8_reloop_1432_0,0.8168526,0.597123,61,78
1231,hit6_swap_995_0,0.8437436,0.7039805,65,83
1232,CSM8_swap_637_0,0.8192569,0.6643531,57,74
1233,CSM8_reloop_1131_0,0.79208523,0.54347306,62,83
1234,hit6_swap_968_0,0.8294181,0.6094918,60,73
1235,hit6_reloop_1182_0,0.83736616,0.69058937,56,74
1236,CSM8_reloop_402_0,0.86378664,0.6004011,56,68
1237,CSM8_reloop_490_0,0.8457517,0.74098134,65,86
1238,hit6_reloop_1110_0,0.8473199,0.71129036,59,74
1239,CSM8_swap_658_0,0.8910892,0.5467922,54,63
1240,hit6_swap_907_0,0.8447649,0.70904505,65,84
1241,hit6_reloop_1413_0,0.8302379,0.68792963,70,86
1242,CSM8_reloop_193_0,0.8059951,0.5571094,58,70
1243,hit6_reloop_976_0,0.82484835,0.6098279,65,78
1244,CSM8_swap_1190_0,0.8469111,0.6799218,66,84
1245,hit6_swap_301_0,0.8000595,0.5217972,62,76
1246,CSM8_reloop_41_0,0.8373057,0.52914053,67,87
1247,hit6_swap_1168_0,0.8503124,0.69121367,60,79
1248,hit6_swap_1496_0,0.8582847,0.53657985,59,74
1249,hit6_reloop_370_0,0.839333,0.7045792,65,82
1250,hit6_swap_1195_0,0.83266944,0.6280013,60,73
1251,hit6_reloop_44_0,0.82676417,0.6259911,63,76
1252,hit6_swap_602_0,0.8252018,0.58443594,59,69
1253,CSM8_swap_1493_0,0.8187185,0.5333948,68,81
1254,CSM8_reloop_749_0,0.84759307,0.5381465,63,79
1255,hit6_reloop_1234_0,0.8507354,0.61232597,62,75
1256,CSM8_reloop_1287_0,0.8306703,0.6808913,58,76
1257,CSM8_swap_581_0,0.83064693,0.56062317,60,79
1258,hit6_swap_526_0,0.8042849,0.4998647,67,80
1259,CSM8_swap_1249_0,0.8367569,0.6803472,61,74
1260,hit6_reloop_273_0,0.8003154,0.57230586,59,78
1261,CSM8_swap_1093_0,0.80314344,0.58461255,66,83
1262,hit6_normal_62_0,0.8760522,0.59285825,58,73
1263,hit6_swap_202_0,0.85222673,0.61028916,59,75
1264,hit6_swap_701_0,0.8177927,0.5399044,60,73
1265,hit6_reloop_770_0,0.86204475,0.67273885,57,72
1266,hit6_swap_1096_0,0.8368505,0.64986813,58,73
1267,CSM8_normal_67_0,0.8893084,0.65175515,58,73
1268,hit6_swap_18_0,0.8338724,0.6998944,63,76
1269,CSM8_swap_258_0,0.7821643,0.54643047,66,84
1270,hit6_reloop_888_0,0.836299,0.6014914,63,80
1271,hit6_reloop_1013_0,0.86509806,0.6724603,64,82
1272,CSM8_reloop_593_0,0.82653254,0.6272199,65,83
1273,hit6_reloop_875_0,0.86057526,0.6376782,65,85
1274,hit6_swap_804_0,0.8673255,0.58660144,58,68
1275,hit6_swap_425_0,0.84242994,0.7207242,63,81
1276,hit6_reloop_454_0,0.85970396,0.68524,59,73
1277,hit6_reloop_157_0,0.81215423,0.58442265,58,76
1278,hit6_swap_126_0,0.7905648,0.5199223,66,82
1279,CSM8_swap_181_0,0.8702693,0.5885984,61,73
1280,CSM8_reloop_1379_0,0.819099,0.6708671,66,84
1281,CSM8_swap_482_0,0.8520535,0.55101186,62,75
1282,CSM8_reloop_1384_0,0.8328095,0.6558211,66,78
1283,CSM8_reloop_349_0,0.8270112,0.640645,63,77
1284,hit6_reloop_1337_0,0.8720752,0.62470365,68,81
1285,CSM8_reloop_625_0,0.83196795,0.603853,58,79
1286,CSM8_swap_410_0,0.84083474,0.6117458,61,73
1287,CSM8_reloop_1316_0,0.8431229,0.7170369,65,83
1288,CSM8_swap_113_0,0.78447354,0.5235998,55,74
1289,CSM8_reloop_326_0,0.85951674,0.7073818,66,83
1290,hit6_reloop_1358_0,0.87520653,0.59890246,60,74
1291,CSM8_swap_1325_0,0.8283913,0.61670864,59,73
1292,CSM8_reloop_920_0,0.83801425,0.5986314,69,83
1293,hit6_reloop_138_0,0.83613247,0.6862865,59,73
1294,CSM8_swap_61_0,0.81811756,0.5653092,59,69
1295,hit6_swap_1320_0,0.83160603,0.56230396,63,74
1296,hit6_swap_149_0,0.83097947,0.6959667,62,77
1297,hit6_swap_896_0,0.8042934,0.52109045,60,73
1298,hit6_swap_77_0,0.80540967,0.55283725,63,77
1299,CSM8_swap_237_0,0.7869635,0.5436455,66,79
1300,CSM8_reloop_501_0,0.8309105,0.59823275,63,79
1301,hit6_reloop_1081_0,0.8184631,0.5879531,61,77
1302,CSM8_reloop_1032_0,0.7939683,0.59741473,63,78
1303,CSM8_swap_734_0,0.8001443,0.5443233,60,78
1304,hit6_swap_1004_0,0.7861612,0.4876204,61,76
1305,hit6_swap_793_0,0.7999401,0.6406566,61,78
1306,CSM8_swap_831_0,0.8145006,0.6178991,61,79
1307,hit6_swap_290_0,0.80632067,0.57049066,63,75
1308,CSM8_swap_1001_0,0.8605566,0.6106294,67,81
1309,hit6_reloop_781_0,0.8856917,0.6583671,65,76
1310,hit6_swap_1067_0,0.8057158,0.54852337,61,73
1311,CSM8_normal_96_0,0.9196093,0.54944104,58,69
1312,hit6_reloop_282_0,0.8467516,0.755763,63,84
1313,CSM8_swap_1062_0,0.85214704,0.5820241,58,67
1314,hit6_normal_93_0,0.88006246,0.56170183,58,68
1315,CSM8_swap_852_0,0.79972166,0.57844776,63,82
1316,hit6_reloop_884_0,0.81523085,0.6216536,59,79
1317,CSM8_swap_254_0,0.85475075,0.5999071,65,79
1318,hit6_swap_14_0,0.81444925,0.62826526,54,73
1319,CSM8_swap_757_0,0.8675507,0.5790975,62,74
1320,CSM8_reloop_1051_0,0.8090885,0.5297537,59,70
1321,hit6_swap_808_0,0.8293692,0.5887922,62,75
1322,CSM8_reloop_562_0,0.81089365,0.6426326,64,83
1323,hit6_reloop_879_0,0.84622896,0.7549558,64,83
1324,CSM8_reloop_943_0,0.7807772,0.566843,67,87
1325,hit6_reloop_458_0,0.810156,0.62444,63,74
1326,CSM8_swap_1346_0,0.78676933,0.5716665,68,81
1327,hit6_swap_429_0,0.8443331,0.6053914,64,77
1328,hit6_swap_7_0,0.86229646,0.5939184,54,65
1329,hit6_swap_1343_0,0.8349163,0.7337994,58,74
1330,CSM8_reloop_1375_0,0.89403355,0.6446076,56,71
1331,CSM8_swap_473_0,0.7903775,0.5045207,62,77
1332,CSM8_reloop_646_0,0.8323884,0.69979787,60,81
1333,CSM8_reloop_345_0,0.86176413,0.6250952,64,79
1334,CSM8_reloop_1388_0,0.84839785,0.6907285,56,70
1335,CSM8_swap_170_0,0.8514508,0.5680712,58,68
1336,CSM8_reloop_629_0,0.83840746,0.5298686,67,85
1337,hit6_reloop_1354_0,0.8253847,0.6417713,69,88
1338,CSM8_swap_90_0,0.7700748,0.57762116,66,82
1339,hit6_reloop_437_0,0.8209782,0.591258,64,75
1340,CSM8_swap_1329_0,0.86639714,0.5519444,54,70
1341,hit6_swap_446_0,0.8349669,0.59485793,61,73
1342,hit6_swap_145_0,0.8336967,0.5009247,61,77
1343,hit6_reloop_134_0,0.8686069,0.6947144,69,81
1344,hit6_reloop_1070_0,0.865583,0.60226655,67,78
1345,hit6_swap_86_0,0.87403786,0.55995303,58,71
1346,CSM8_swap_738_0,0.8211015,0.5815706,62,71
1347,hit6_swap_867_0,0.8523846,0.57316583,55,68
1348,hit6_reloop_816_0,0.8416381,0.63111764,62,73
1349,hit6_swap_261_0,0.8302896,0.5770512,57,66
1350,hit6_reloop_210_0,0.82077044,0.6030618,57,74
1351,hit6_swap_1008_0,0.8404791,0.69139403,61,75
1352,hit6_reloop_713_0,0.8452253,0.5457746,59,78
1353,hit6_swap_762_0,0.8367105,0.61583793,59,71
1354,hit6_swap_545_0,0.82727134,0.587974,66,85
1355,hit6_reloop_534_0,0.83443516,0.64810205,68,79
1356,CSM8_reloop_1219_0,0.8216105,0.60112226,69,81
1357,CSM8_reloop_229_0,0.8188112,0.652934,69,81
1358,hit6_reloop_1257_0,0.87522405,0.55837584,60,72
1359,hit6_reloop_313_0,0.86778086,0.56708795,61,74
1360,CSM8_reloop_22_0,0.86689216,0.5646924,60,71
1361,hit6_swap_362_0,0.8285017,0.649417,60,77
1362,hit6_swap_661_0,0.7879618,0.55896205,63,81
1363,hit6_reloop_27_0,0.8426871,0.7480246,65,85
1364,hit6_reloop_610_0,0.83289814,0.6394955,58,75
1365,hit6_swap_999_0,0.8521663,0.5399704,63,73
1366,CSM8_swap_338_0,0.8035431,0.59886265,58,77
1367,hit6_reloop_1173_0,0.8407955,0.67709434,66,84
1368,hit6_reloop_915_0,0.8445263,0.71187735,63,75
1369,hit6_reloop_1470_0,0.83120376,0.64441794,59,75
1370,hit6_swap_964_0,0.8134182,0.6363206,60,78
1371,CSM8_reloop_1451_0,0.82556397,0.6337588,64,83
1372,CSM8_swap_357_0,0.83276975,0.6067652,58,69
1373,hit6_reloop_987_0,0.830821,0.60957116,60,80
1374,CSM8_reloop_162_0,0.84512633,0.5927041,65,84
1375,CSM8_reloop_461_0,0.80758595,0.60680336,63,83
1376,CSM8_reloop_1152_0,0.86212146,0.5772913,67,80
1377,CSM8_normal_7_0,0.8805118,0.5164851,58,76
1378,CSM8_swap_654_0,0.82422644,0.64175344,67,78
1379,hit6_swap_1164_0,0.8010045,0.5245374,57,71
1380,hit6_reloop_682_0,0.828941,0.67767495,66,80
1381,CSM8_swap_1462_0,0.83723855,0.5865377,55,66
1382,CSM8_swap_951_0,0.8620475,0.6464037,64,81
1383,CSM8_swap_1161_0,0.8394486,0.6500493,62,77
1384,hit6_reloop_48_0,0.82828844,0.68946844,65,85
1385,hit6_swap_1199_0,0.8358879,0.62548125,66,77
1386,hit6_swap_1467_0,0.8413408,0.53048444,64,80
1387,hit6_reloop_381_0,0.8152313,0.61783034,62,79
1388,CSM8_reloop_745_0,0.8706522,0.56847143,60,77
1389,CSM8_swap_570_0,0.8418595,0.61682284,56,67
1390,CSM8_reloop_1276_0,0.82674503,0.68249464,69,82
1391,CSM8_reloop_246_0,0.81621134,0.6036897,66,81
1392,hit6_reloop_1238_0,0.8187033,0.6041972,61,80
1393,CSM8_swap_1245_0,0.83571285,0.5649526,68,87
1394,CSM8_reloop_840_0,0.81399006,0.56517416,58,74
1395,hit6_reloop_416_0,0.83725655,0.6347702,59,72
1396,CSM8_swap_1308_0,0.82749885,0.5403782,55,70
1397,hit6_swap_467_0,0.83325183,0.71045864,64,83
1398,hit6_swap_199_0,0.8578468,0.5974441,64,82
1399,hit6_swap_164_0,0.82210785,0.61463165,61,76
1400,hit6_reloop_115_0,0.8571949,0.5638756,67,79
1401,CSM8_reloop_608_0,0.7904455,0.6090567,67,87
1402,hit6_reloop_1388_0,0.8638778,0.6769163,65,80
1403,hit6_reloop_1375_0,0.8436539,0.6896429,59,76
1404,hit6_normal_20_0,0.87807703,0.55735403,58,76
1405,hit6_swap_240_0,0.83712304,0.5807978,60,75
1406,hit6_reloop_231_0,0.83588785,0.69032675,61,78
1407,hit6_reloop_732_0,0.828199,0.5185026,60,71
1408,CSM8_normal_25_0,0.8870927,0.54081607,58,68
1409,hit6_reloop_1051_0,0.82230514,0.59176975,61,82
1410,hit6_swap_846_0,0.82375056,0.64694643,59,76
1411,CSM8_swap_719_0,0.83770734,0.6564256,61,72
1412,hit6_reloop_837_0,0.8380521,0.6421731,67,82
1413,CSM8_swap_275_0,0.8140279,0.6189308,63,74
1414,hit6_swap_35_0,0.8289364,0.6796815,55,70
1415,hit6_swap_829_0,0.81354904,0.5578968,63,79
1416,CSM8_reloop_1070_0,0.857402,0.6652422,59,79
1417,CSM8_swap_776_0,0.8403035,0.51494,63,75
1418,CSM8_swap_288_0,0.8121535,0.5633784,61,79
1419,hit6_reloop_858_0,0.84446144,0.7079004,69,83
1420,CSM8_reloop_543_0,0.81266713,0.6394186,69,81
1421,hit6_swap_1046_0,0.85768425,0.5835438,59,72
1422,CSM8_swap_873_0,0.8235994,0.5192926,56,65
1423,CSM8_swap_1043_0,0.86053705,0.6496073,63,76
1424,CSM8_swap_452_0,0.8630679,0.6027772,63,72
1425,CSM8_reloop_1354_0,0.8476302,0.62022996,63,76
1426,CSM8_reloop_667_0,0.84152436,0.66787636,62,74
1427,CSM8_reloop_399_0,0.83519334,0.68057096,63,77
1428,CSM8_reloop_364_0,0.8417077,0.60181046,70,81
1429,CSM8_swap_151_0,0.84782,0.55070496,60,69
1430,hit6_reloop_187_0,0.84690934,0.7235382,61,80
1431,hit6_reloop_479_0,0.8400621,0.6634183,63,80
1432,CSM8_reloop_962_0,0.81402755,0.58410835,58,79
1433,CSM8_swap_1367_0,0.83695185,0.5618404,61,80
1434,hit6_swap_408_0,0.8320414,0.70110434,57,74
1435,CSM8_swap_23_0,0.8168979,0.5337641,66,80
1436,hit6_swap_1362_0,0.8359171,0.7370838,63,82
1437,hit6_reloop_484_0,0.84167594,0.7205093,66,79
1438,hit6_swap_1145_0,0.82712716,0.5932557,60,79
1439,hit6_reloop_94_0,0.84584826,0.66007084,59,70
1440,CSM8_swap_1443_0,0.85193825,0.5712665,57,70
1441,CSM8_swap_1140_0,0.7795301,0.5274862,65,83
1442,CSM8_swap_970_0,0.7989512,0.5219904,58,73
1443,CSM8_reloop_91_0,0.8177289,0.58330715,58,71
1444,hit6_swap_1446_0,0.82763666,0.6245405,59,74
1445,hit6_reloop_69_0,0.865958,0.6058611,59,74
1446,CSM8_swap_688_0,0.8085578,0.5972242,60,79
1447,CSM8_swap_376_0,0.78649306,0.5279978,64,81
1448,CSM8_reloop_1470_0,0.86042845,0.60627395,60,80
1449,CSM8_reloop_143_0,0.86521435,0.60909146,61,74
1450,CSM8_reloop_440_0,0.7945761,0.56620824,66,84
1451,CSM8_swap_675_0,0.8416072,0.5913728,64,78
1452,CSM8_reloop_1173_0,0.78757644,0.60829896,67,85
1453,CSM8_swap_1264_0,0.85268456,0.624673,57,67
1454,CSM8_reloop_861_0,0.7635142,0.5036285,68,79
1455,hit6_reloop_587_0,0.8393721,0.7034518,67,83
1456,hit6_swap_1261_0,0.8348783,0.64932525,59,78
1457,CSM8_swap_1299_0,0.8680397,0.5323643,61,71
1458,CSM8_reloop_764_0,0.83554,0.64784944,60,75
1459,CSM8_reloop_1257_0,0.8407698,0.7322526,62,79
1460,CSM8_swap_551_0,0.84332895,0.5158502,58,74
1461,CSM8_reloop_799_0,0.87384576,0.6443756,66,84
1462,CSM8_reloop_267_0,0.8744451,0.60890806,57,68
1463,hit6_reloop_1219_0,0.80623174,0.6067862,59,80
1464,CSM8_reloop_1238_0,0.7783241,0.5567391,66,83
1465,CSM8_reloop_208_0,0.8396523,0.71514314,69,84
1466,hit6_reloop_1276_0,0.82960445,0.68219113,62,81
1467,hit6_swap_564_0,0.85015166,0.5899712,57,70
1468,hit6_reloop_515_0,0.84004897,0.65195465,59,76
1469,hit6_swap_599_0,0.822659,0.5805449,58,75
1470,CSM8_swap_319_0,0.81593776,0.5791992,61,77
1471,hit6_reloop_1152_0,0.8328218,0.72210693,67,80
1472,hit6_reloop_1451_0,0.83940345,0.56897616,56,74
1473,hit6_reloop_934_0,0.839791,0.6950733,67,79
1474,hit6_swap_945_0,0.84092146,0.65365285,59,73
1475,hit6_swap_343_0,0.81211734,0.5805137,62,77
1476,hit6_swap_640_0,0.8049806,0.55894667,55,69
1477,hit6_reloop_631_0,0.85068744,0.70981157,60,76
1478,hit6_swap_1429_0,0.8110284,0.618716,65,83
1479,hit6_reloop_163_0,0.83435357,0.67462337,61,78
1480,CSM8_reloop_986_0,0.8163568,0.64536077,68,82
1481,hit6_swap_112_0,0.8092907,0.58868206,61,75
1482,CSM8_swap_1383_0,0.8349157,0.62164134,60,74
1483,hit6_swap_411_0,0.8496686,0.55275065,65,76
1484,hit6_reloop_460_0,0.82661223,0.6379373,68,80
1485,hit6_swap_1386_0,0.80064493,0.5403944,55,72
1486,hit6_reloop_1303_0,0.86593896,0.6736453,69,90
1487,CSM8_reloop_683_0,0.85340226,0.6920573,63,77
1488,CSM8_reloop_380_0,0.8373808,0.6792791,62,75
1489,hit6_swap_735_0,0.80319554,0.58228016,68,80
1490,hit6_reloop_744_0,0.85250604,0.6579345,59,74
1491,CSM8_normal_53_0,0.9062658,0.61772305,58,70
1492,hit6_reloop_247_0,0.85985404,0.6527932,65,78
