,name,full_native_rif_score,full_native_rif_bb-hbond,full_native_rif_hyd-cont,full_native_rif_hyd-ddg,just_trp_rif_score,just_trp_rif_bb-hbond,just_trp_rif_hyd-cont,just_trp_rif_hyd-ddg
1739,HHH_b1_07769_000000019_std_0001_0001,-0.437,0.0,0.0,-0.0,-0.437,0.0,0.0,-0.0
1740,m_HHH_b2_05997_000000153_std_0001_1_17_H_._HHH_b1_03480_0001_0001_0001,290.351,0.0,0.0,-0.0,290.351,0.0,0.0,-0.0
1741,m_HHH_b2_06709_000000008_nat_0001_28_39_H_._HHH_b1_02856_0001_0001_0001_0001,7.294,0.0,0.0,-0.0,7.294,0.0,0.0,-0.0
1742,HHH_b2_07289_000000079_std_0001_0001,-0.182,0.0,0.0,-0.0,-0.182,0.0,0.0,-0.0
1743,HHH_b1_01572_000000239_std_0001_0001,170.46,0.0,0.0,-0.0,170.46,0.0,0.0,-0.0
1744,HHH_b1_05607_000000287_std_0001_0001,-1.782,0.0,0.0,-0.0,-1.782,0.0,0.0,-0.0
1745,HHH_b1_03377_000000251_std_0001_0001,-1.255,0.0,0.0,-0.0,-1.255,0.0,0.0,-0.0
1746,HHH_b1_07544_000000154_std_0001_0001,-0.038,0.0,0.0,-0.0,-0.038,0.0,0.0,-0.0
1747,HHH_b1_07093_000000021_std_0001_0001,-0.313,0.0,0.0,-0.0,-0.313,0.0,0.0,-0.0
1748,HHH_b1_02884_000000222_std_0001_0001,0.309,0.0,0.0,-0.0,0.309,0.0,0.0,-0.0
1749,HHH_b1_07974_000000018_std_0001_0001,-0.017,0.0,0.0,-0.0,-0.017,0.0,0.0,-0.0
1750,HHH_b1_06162_000000239_std_0001_0001,-0.387,0.0,0.0,-0.0,-0.387,0.0,0.0,-0.0
1751,HHH_b2_01057_000000290_std_0001_0001,-0.106,0.0,0.0,-0.0,-0.106,0.0,0.0,-0.0
1752,HHH_b2_01260_000000235_std_0001_0001,-0.122,0.0,0.0,-0.0,-0.122,0.0,0.0,-0.0
1753,m_HHH_b1_00340_000000017_std_0001_24_35_H_._HHH_b1_05891_0001_0001_0001_0001,-0.989,0.0,0.0,-0.0,-0.989,0.0,0.0,-0.0
1754,HHH_b1_02753_000000116_std_0001_0001,-0.123,0.0,0.0,-0.0,-0.123,0.0,0.0,-0.0
1755,m_HHH_b1_00956_000000107_std_0001_24_34_H_._HHH_b2_00461_0001_0002_0001_0001,0.359,0.0,0.0,-0.0,0.359,0.0,0.0,-0.0
1756,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b1_00263_0001_0001_0001,-0.372,0.0,0.0,-0.0,-0.372,0.0,0.0,-0.0
1757,HHH_b2_00342_000000008_std_0001_0001,-1.361,0.0,0.0,-0.0,-1.361,0.0,0.0,-0.0
1758,HHH_b2_06404_000000234_std_0001_0001,64.873,0.0,0.0,-0.0,64.873,0.0,0.0,-0.0
1759,HHH_b1_02861_000000143_std_0001_0001,-1.125,0.0,0.0,-0.0,-1.125,0.0,0.0,-0.0
1760,HHH_b1_07796_000000290_std_0001_0001,13.324,0.0,0.0,-0.0,13.324,0.0,0.0,-0.0
1761,HHH_b1_05166_000000007_std_0001_0001,0.396,0.0,0.0,-0.0,0.396,0.0,0.0,-0.0
1762,m_HHH_b1_06568_000000270_std_0001_41_56_H_._HHH_b1_01812_0001_0001_0001,46.987,0.0,0.0,-0.0,46.987,0.0,0.0,-0.0
1763,HHH_b1_03609_000000060_std_0001_0001,-0.283,0.0,0.0,-0.0,-0.283,0.0,0.0,-0.0
1764,HHH_b1_07949_000000165_std_0001_0001,-0.258,0.0,0.0,-0.0,-0.258,0.0,0.0,-0.0
1765,HHH_b2_00059_000000087_std_0001_0001,0.247,0.0,0.0,-0.0,0.247,0.0,0.0,-0.0
1766,HHH_b2_02570_000000090_std_0001_0001,0.472,0.0,0.0,-0.0,0.472,0.0,0.0,-0.0
1767,HHH_b1_01333_000000277_std_0001_0001,5.1,0.0,0.0,-0.0,5.1,0.0,0.0,-0.0
1768,HHH_b1_06908_000000132_std_0001_0001,10.143,0.0,0.0,-0.0,10.143,0.0,0.0,-0.0
1769,HHH_b2_00703_000000208_std_0001_0001,-1.158,0.0,0.0,-0.0,-1.158,0.0,0.0,-0.0
1770,HHH_b2_01291_000000069_std_0001_0001,0.007,0.0,0.0,-0.0,0.007,0.0,0.0,-0.0
1771,HHH_b2_07096_000000042_nat_0001_0001,3.014,0.0,0.0,-0.0,3.014,0.0,0.0,-0.0
1772,HHH_b2_03852_000000237_std_0001_0001,74.111,0.0,0.0,-0.0,74.111,0.0,0.0,-0.0
1773,HHH_b2_08028_000000251_std_0001_0001,0.78,0.0,0.0,-0.0,0.78,0.0,0.0,-0.0
1774,m_HHH_b1_00184_000000089_nat_0001_21_32_H_._HHH_b1_06096_0001_0001_0001,-1.093,0.0,0.0,-0.0,-1.093,0.0,0.0,-0.0
1775,HHH_b1_05649_000000202_nat_0001_0001,2.37,0.0,0.0,-0.0,2.37,0.0,0.0,-0.0
1776,HHH_b1_04024_000000148_std_0001_0001,-1.272,0.0,0.0,-0.0,-1.272,0.0,0.0,-0.0
1777,HHH_b2_04382_000000040_std_0001_0001,-0.863,0.0,0.0,-0.0,-0.863,0.0,0.0,-0.0
1778,HHH_b2_02252_000000154_std_0001_0001,-0.416,0.0,0.0,-0.0,-0.416,0.0,0.0,-0.0
1779,HHH_b2_01069_000000073_std_0001_0001,-0.748,0.0,0.0,-0.0,-0.748,0.0,0.0,-0.0
1780,HHH_b2_02042_000000284_std_0001_0001,0.235,0.0,0.0,-0.0,0.235,0.0,0.0,-0.0
1781,HHH_b1_03094_000000037_std_0001_0001,6.216,-0.071,0.0,-0.0,6.216,-0.071,0.0,-0.0
1782,HHH_b1_04552_000000078_std_0001_0001,-0.03,0.0,0.0,-0.0,-0.03,0.0,0.0,-0.0
1783,HHH_b1_01690_000000210_std_0001_0001,0.314,0.0,0.0,-0.0,0.314,0.0,0.0,-0.0
1784,m_HHH_b1_02269_000000182_std_0001_47_55_H_._HHH_b2_00209_0001_0001_0001,78.418,0.0,0.0,-0.0,78.418,0.0,0.0,-0.0
1785,m_HHH_b1_00493_000000142_std_0001_28_35_H_._HHH_b1_05954_0001_0002_0001_0001,-1.727,0.0,0.0,-0.0,-1.727,0.0,0.0,-0.0
1786,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_04031_0001_0001_0001_0001,8.796,0.0,0.0,-0.0,8.796,0.0,0.0,-0.0
1787,HHH_b1_04623_000000013_std_0001_0001,0.812,0.0,0.0,-0.0,0.812,0.0,0.0,-0.0
1788,HHH_b1_00299_000000254_std_0001_0001,-0.454,0.0,0.0,-0.0,-0.454,0.0,0.0,-0.0
1789,HHH_b1_02194_000000188_std_0001_0001,-0.455,0.0,0.0,-0.0,-0.455,0.0,0.0,-0.0
1790,HHH_b2_02549_000000008_std_0001_0001,0.162,0.0,0.0,-0.0,0.162,0.0,0.0,-0.0
1791,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b2_04347_0001_0004_0001_0001,4.626,0.0,0.0,-0.0,4.626,0.0,0.0,-0.0
1792,HHH_b1_01739_000000229_std_0001_0001,-0.673,0.0,0.0,-0.0,-0.673,0.0,0.0,-0.0
1793,HHH_b2_07016_000000091_std_0001_0001,-0.926,0.0,0.0,-0.0,-0.926,0.0,0.0,-0.0
1794,HHH_b2_05157_000000126_std_0001_0001,8.423,0.0,0.0,-0.0,8.423,0.0,0.0,-0.0
1795,m_HHH_b1_03213_000000171_std_0001_42_59_H_._HHH_b1_03387_0001_0002_0001_0001,-0.201,0.0,0.0,-0.0,-0.201,0.0,0.0,-0.0
1796,HHH_b2_04480_000000153_nat_0001_0001,-0.46,0.0,2.0,-4.48,-0.46,0.0,2.0,-4.48
1797,HHH_b2_02136_000000258_std_0001_0001,4.083,0.0,0.0,-0.0,4.083,0.0,0.0,-0.0
1798,HHH_b1_06165_000000111_std_0001_0001,-0.159,0.0,0.0,-0.0,-0.159,0.0,0.0,-0.0
1799,HHH_b2_00738_000000178_nat_0001_0001,-1.715,0.0,2.0,-3.64,-1.638,0.0,2.0,-3.64
1800,HHH_b1_04381_000000035_std_0001_0001,0.073,0.0,0.0,-0.0,0.073,0.0,0.0,-0.0
1801,HHH_b2_08002_000000061_std_0001_0001,3.497,0.0,0.0,-0.0,3.497,0.0,0.0,-0.0
1802,HHH_b2_00081_000000095_std_0001_0001,-1.971,0.0,0.0,-0.0,-1.971,0.0,0.0,-0.0
1803,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b1_08166_0001_0001_0001,2.489,0.0,0.0,-0.0,2.489,0.0,0.0,-0.0
1804,HHH_b2_05058_000000069_std_0001_0001,-0.274,0.0,0.0,-0.0,-0.274,0.0,0.0,-0.0
1805,HHH_b1_07802_000000115_std_0001_0001,-0.912,0.0,0.0,-0.0,-0.912,0.0,0.0,-0.0
1806,m_HHH_b1_00493_000000142_std_0001_28_35_H_._HHH_b2_03624_0001_0002_0001_0001,-1.407,0.0,0.0,-0.0,-1.407,0.0,0.0,-0.0
1807,HHH_b2_04179_000000031_std_0001_0001,-0.602,0.0,0.0,-0.0,-0.602,0.0,0.0,-0.0
1808,HHH_b1_07709_000000165_std_0001_0001,-0.787,0.0,0.0,-0.0,-0.787,0.0,0.0,-0.0
1809,HHH_b1_02980_000000012_std_0001_0001,-0.423,0.0,0.0,-0.0,-0.423,0.0,0.0,-0.0
1810,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b2_00872_0001_0003_0001_0001,204.135,0.0,0.0,-0.0,204.135,0.0,0.0,-0.0
1811,HHH_b1_07482_000000090_std_0001_0001,-0.581,0.0,0.0,-0.0,-0.581,0.0,0.0,-0.0
1812,HHH_b1_03152_000000008_std_0001_0001,-0.102,0.0,0.0,-0.0,-0.102,0.0,0.0,-0.0
1813,HHH_b1_05143_000000010_std_0001_0001,0.68,0.0,0.0,-0.0,0.68,0.0,0.0,-0.0
1814,HHH_b2_03661_000000203_std_0001_0001,-0.111,-0.058,0.0,-0.0,-0.111,-0.058,0.0,-0.0
1815,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b1_02694_0001_0002_0001_0001,113.783,-0.663,0.0,-0.0,113.783,-0.663,0.0,-0.0
1816,HHH_b1_07120_000000158_std_0001_0001,2.778,0.0,0.0,-0.0,2.778,0.0,0.0,-0.0
1817,HHH_b2_04930_000000051_std_0001_0001,0.177,0.0,0.0,-0.0,0.177,0.0,0.0,-0.0
1818,HHH_b1_08151_000000069_std_0001_0001_1,-2.041,0.0,0.0,-0.0,-2.041,0.0,0.0,-0.0
1819,HHH_b1_03328_000000127_std_0001_0001,5.696,0.0,0.0,-0.0,5.696,0.0,0.0,-0.0
1820,m_HHH_b1_04459_000000247_std_0001_2_16_H_._HHH_b2_05363_0001_0002_0001_0001,-0.91,0.0,0.0,-0.0,-0.91,0.0,0.0,-0.0
1821,HHH_b2_04384_000000061_std_0001_0001,-0.974,0.0,0.0,-0.0,-0.974,0.0,0.0,-0.0
1822,HHH_b2_04216_000000057_std_0001_0001,0.284,0.0,0.0,-0.0,0.284,0.0,0.0,-0.0
1823,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_01139_0001_0001_0001,7.245,0.0,0.0,-0.0,7.245,0.0,0.0,-0.0
1824,HHH_b1_05024_000000139_std_0001_0001,-0.25,0.0,0.0,-0.0,-0.25,0.0,0.0,-0.0
1825,HHH_b1_00834_000000007_std_0001_0001,-0.885,0.0,0.0,-0.0,-0.885,0.0,0.0,-0.0
1826,m_HHH_b2_07822_000000230_std_0001_3_12_H_._HHH_b2_01409_0001_0001_0001_0001,0.779,0.0,0.0,-0.0,0.779,0.0,0.0,-0.0
1827,m_HHH_b1_07103_000000040_std_0001_22_33_H_._HHH_b2_08199_0001_0001_0001,-0.577,0.0,0.0,-0.0,-0.577,0.0,0.0,-0.0
1828,m_HHH_b1_08424_000000237_std_0001_31_39_H_._HHH_b1_01359_0001_0002_0001_0001,-0.768,0.0,0.0,-0.0,-0.768,0.0,0.0,-0.0
1829,HHH_b1_04792_000000051_std_0001_0001,-0.09,0.0,0.0,-0.0,-0.09,0.0,0.0,-0.0
1830,HHH_b1_00383_000000178_std_0001_0001,-1.323,0.0,0.0,-0.0,-1.323,0.0,0.0,-0.0
1831,HHH_b1_03813_000000043_std_0001_0001,-1.737,0.0,0.0,-0.0,-1.737,0.0,0.0,-0.0
1832,HHH_b2_01731_000000032_std_0001_0001,1.159,0.0,0.0,-0.0,1.159,0.0,0.0,-0.0
1833,HHH_b2_04412_000000063_std_0001_0001,-0.278,0.0,0.0,-0.0,-0.278,0.0,0.0,-0.0
1834,HHH_b2_07685_000000117_std_0001_0001,2.068,0.0,0.0,-0.0,2.068,0.0,0.0,-0.0
1835,HHH_b1_03496_000000131_std_0001_0001,-0.086,0.0,0.0,-0.0,-0.086,0.0,0.0,-0.0
1836,HHH_b1_04789_000000016_std_0001_0001,2.423,0.0,0.0,-0.0,2.423,0.0,0.0,-0.0
1837,HHH_b1_04098_000000105_std_0001_0001_1,0.117,0.0,0.0,-0.0,0.117,0.0,0.0,-0.0
1838,HHH_b1_07340_000000228_std_0001_0001,0.215,0.0,0.0,-0.0,0.215,0.0,0.0,-0.0
1839,HHH_b2_01691_000000218_std_0001_0001,-1.169,0.0,0.0,-0.0,-1.169,0.0,0.0,-0.0
1840,m_HHH_b1_06578_000000172_std_0001_42_56_H_._HHH_b1_04722_0001_0001_0001_0001,-1.429,0.0,0.0,-0.0,-1.429,0.0,0.0,-0.0
1841,HHH_b2_08039_000000084_std_0001_0001,-0.827,0.0,0.0,-0.0,-0.827,0.0,0.0,-0.0
1842,HHH_b1_07780_000000163_std_0001_0001,13.07,0.0,0.0,-0.0,13.07,0.0,0.0,-0.0
1843,m_HHH_b1_01043_000000000_nat_0001_24_38_H_._HHH_b1_06420_0001_0001_0001,-1.06,0.0,0.0,-0.0,-1.06,0.0,0.0,-0.0
1844,HHH_b1_08336_000000128_std_0001_0001,-0.442,0.0,0.0,-0.0,-0.442,0.0,0.0,-0.0
1845,HHH_b1_03397_000000138_std_0001_0001,-1.59,0.0,0.0,-0.0,-1.59,0.0,0.0,-0.0
1846,HHH_b1_01425_000000164_std_0001_0001,0.394,0.0,0.0,-0.0,0.394,0.0,0.0,-0.0
1847,HHH_b2_02330_000000133_std_0001_0001,-0.904,0.0,0.0,-0.0,-0.904,0.0,0.0,-0.0
1848,HHH_b1_06096_000000256_std_0001_0001,-0.01,0.0,0.0,-0.0,-0.01,0.0,0.0,-0.0
1849,HHH_b1_01689_000000099_std_0001_0001,-1.204,0.0,0.0,-0.0,-1.204,0.0,0.0,-0.0
1850,HHH_b1_06238_000000061_std_0001_0001,0.866,0.0,0.0,-0.0,0.866,0.0,0.0,-0.0
1851,HHH_b2_06046_000000008_std_0001_0001,0.876,0.0,0.0,-0.0,0.876,0.0,0.0,-0.0
1852,m_HHH_b1_06274_000000254_std_0001_24_38_H_._HHH_b2_03463_0001_0001_0001,32.296,0.0,0.0,-0.0,32.296,0.0,0.0,-0.0
1853,HHH_b1_01215_000000189_std_0001_0001,-1.352,0.0,0.0,-0.0,-1.352,0.0,0.0,-0.0
1854,HHH_b1_08526_000000130_std_0001_0001,8.821,0.0,0.0,-0.0,8.821,0.0,0.0,-0.0
1855,HHH_b2_02616_000000001_std_0001_0001,0.789,0.0,0.0,-0.0,0.789,0.0,0.0,-0.0
1856,HHH_b1_04711_000000076_std_0001_0001,-0.763,0.0,0.0,-0.0,-0.763,0.0,0.0,-0.0
1857,HHH_b2_06539_000000076_std_0001_0001,-0.466,0.0,0.0,-0.0,-0.466,0.0,0.0,-0.0
1858,HHH_b1_03130_000000241_std_0001_0001,-1.214,0.0,0.0,-0.0,-1.214,0.0,0.0,-0.0
1859,HHH_b1_03605_000000126_std_0001_0001,-1.136,-0.001,0.0,-0.0,-1.136,-0.001,0.0,-0.0
1860,HHH_b1_04993_000000077_std_0001_0001,0.131,0.0,0.0,-0.0,0.131,0.0,0.0,-0.0
1861,HHH_b1_08566_000000011_std_0001_0001,-0.402,0.0,0.0,-0.0,-0.402,0.0,0.0,-0.0
1862,HHH_b2_04257_000000033_std_0001_0001,-0.375,0.0,0.0,-0.0,-0.375,0.0,0.0,-0.0
1863,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b1_08292_0001_0002_0001_0001,18.704,0.0,0.0,-0.0,18.704,0.0,0.0,-0.0
1864,HHH_b1_00305_000000248_std_0001_0001,8.087,0.0,0.0,-0.0,8.087,0.0,0.0,-0.0
1865,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_05873_0001_0005_0001_0001,-1.628,0.0,0.0,-0.0,-1.628,0.0,0.0,-0.0
1866,HHH_b1_02325_000000044_std_0001_0001,-0.737,-0.621,0.0,-0.0,-0.737,-0.621,0.0,-0.0
1867,HHH_b1_03480_000000280_std_0001_0001,-1.039,-0.224,0.0,-0.0,-1.039,-0.224,0.0,-0.0
1868,HHH_b1_03609_000000171_std_0001_0001,-0.916,0.0,0.0,-0.0,-0.916,0.0,0.0,-0.0
1869,HHH_b1_08583_000000223_std_0001_0001,-1.359,0.0,0.0,-0.0,-1.359,0.0,0.0,-0.0
1870,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b1_02596_0001_0001_0001,7.305,0.0,0.0,-0.0,7.305,0.0,0.0,-0.0
1871,HHH_b2_00247_000000293_std_0001_0001,4.626,0.0,0.0,-0.0,4.626,0.0,0.0,-0.0
1872,HHH_b1_02804_000000161_std_0001_0001_1,-1.325,0.0,0.0,-0.0,-1.325,0.0,0.0,-0.0
1873,HHH_b2_05483_000000181_std_0001_0001,0.104,0.0,0.0,-0.0,0.104,0.0,0.0,-0.0
1874,HHH_b2_05206_000000152_std_0001_0001,-1.745,0.0,0.0,-0.0,-1.745,0.0,0.0,-0.0
1875,HHH_b2_07448_000000222_std_0001_0001,-0.784,0.0,0.0,-0.0,-0.784,0.0,0.0,-0.0
1876,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b2_05428_0001_0001_0001_0001,-2.807,0.0,0.0,-0.0,-2.807,0.0,0.0,-0.0
1877,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b2_07706_0001_0001_0001_0001,-0.6,0.0,0.0,-0.0,-0.6,0.0,0.0,-0.0
1878,HHH_b1_04945_000000216_std_0001_0001,-0.37,0.0,0.0,-0.0,-0.37,0.0,0.0,-0.0
1879,HHH_b1_04283_000000186_std_0001_0001,-1.402,0.0,0.0,-0.0,-1.402,0.0,0.0,-0.0
1880,HHH_b2_00006_000000053_std_0001_0001,1.598,0.0,0.0,-0.0,1.598,0.0,0.0,-0.0
1881,HHH_b2_04240_000000023_std_0001_0001,-0.997,0.0,0.0,-0.0,-0.997,0.0,0.0,-0.0
1882,HHH_b1_02251_000000025_std_0001_0001,-0.539,0.0,0.0,-0.0,-0.539,0.0,0.0,-0.0
1883,HHH_b1_08237_000000214_std_0001_0001,-0.154,0.0,0.0,-0.0,-0.154,0.0,0.0,-0.0
1884,HHH_b2_07811_000000014_std_0001_0001,-1.575,0.0,0.0,-0.0,-1.575,0.0,0.0,-0.0
1885,HHH_b2_04950_000000081_std_0001_0001,2.786,0.0,0.0,-0.0,2.786,0.0,0.0,-0.0
1886,HHH_b1_05574_000000037_std_0001_0001,-0.737,0.0,0.0,-0.0,-0.737,0.0,0.0,-0.0
1887,HHH_b2_01641_000000256_std_0001_0001,-0.243,0.0,0.0,-0.0,-0.243,0.0,0.0,-0.0
1888,m_HHH_b1_02075_000000048_nat_0001_24_34_H_._HHH_b1_03833_0001_0001_0001_0001,757.001,0.0,0.0,-0.0,757.001,0.0,0.0,-0.0
1889,m_HHH_b2_05997_000000153_std_0001_1_17_H_._HHH_b1_04612_0001_0001_0001_0001,261.781,0.0,0.0,-0.0,261.781,0.0,0.0,-0.0
1890,HHH_b2_08155_000000127_std_0001_0001,-0.107,0.0,0.0,-0.0,-0.107,0.0,0.0,-0.0
1891,HHH_b1_04190_000000013_std_0001_0001,-0.198,0.0,0.0,-0.0,-0.198,0.0,0.0,-0.0
1892,HHH_b1_01534_000000026_std_0001_0001,3.127,0.0,0.0,-0.0,3.127,0.0,0.0,-0.0
1893,HHH_b2_05446_000000215_std_0001_0001,-2.294,0.0,0.0,-0.0,-2.294,0.0,0.0,-0.0
1894,HHH_b1_05536_000000261_std_0001_0001,1.277,0.0,0.0,-0.0,1.277,0.0,0.0,-0.0
1895,HHH_b2_04093_000000115_std_0001_0001,-0.71,0.0,0.0,-0.0,-0.71,0.0,0.0,-0.0
1896,HHH_b1_04936_000000039_std_0001_0001,0.878,0.0,0.0,-0.0,0.878,0.0,0.0,-0.0
1897,HHH_b2_02078_000000093_std_0001_0001,0.038,0.0,0.0,-0.0,0.038,0.0,0.0,-0.0
1898,HHH_b2_07437_000000109_std_0001_0001,-0.406,0.0,0.0,-0.0,-0.406,0.0,0.0,-0.0
1899,HHH_b1_04173_000000091_nat_0001_0001,188.658,0.0,0.0,-0.0,188.658,0.0,0.0,-0.0
1900,HHH_b1_07008_000000146_std_0001_0001_1,-0.485,0.0,0.0,-0.0,-0.485,0.0,0.0,-0.0
1901,HHH_b2_07462_000000141_std_0001_0001,0.176,0.0,0.0,-0.0,0.176,0.0,0.0,-0.0
1902,HHH_b2_06296_000000208_std_0001_0001,3.545,0.0,0.0,-0.0,3.545,0.0,0.0,-0.0
1903,HHH_b1_04820_000000048_std_0001_0001,1.473,0.0,0.0,-0.0,1.473,0.0,0.0,-0.0
1904,HHH_b1_01687_000000059_std_0001_0001,0.219,0.0,0.0,-0.0,0.219,0.0,0.0,-0.0
1905,HHH_b1_04821_000000207_std_0001_0001,1.398,0.0,0.0,-0.0,1.398,0.0,0.0,-0.0
1906,m_HHH_b2_02266_000000203_std_0001_44_55_H_._HHH_b1_05554_0001_0001_0001,-1.055,0.0,0.0,-0.0,-1.055,0.0,0.0,-0.0
1907,HHH_b2_05107_000000173_std_0001_0001,-0.349,0.0,0.0,-0.0,-0.349,0.0,0.0,-0.0
1908,HHH_b2_03787_000000085_std_0001_0001,0.25,0.0,0.0,-0.0,0.25,0.0,0.0,-0.0
1909,HHH_b1_07355_000000009_std_0001_0001,-0.911,0.0,0.0,-0.0,-0.911,0.0,0.0,-0.0
1910,HHH_b1_06607_000000256_std_0001_0001,0.632,0.0,0.0,-0.0,0.632,0.0,0.0,-0.0
1911,HHH_b1_03480_000000175_std_0001_0001,6.48,0.0,0.0,-0.0,6.48,0.0,0.0,-0.0
1912,HHH_b1_04393_000000223_std_0001_0001,-0.033,0.0,0.0,-0.0,-0.033,0.0,0.0,-0.0
1913,HHH_b2_05705_000000199_std_0001_0001,-0.088,0.0,0.0,-0.0,-0.088,0.0,0.0,-0.0
1914,HHH_b1_04287_000000198_std_0001_0001,1.064,0.0,0.0,-0.0,1.064,0.0,0.0,-0.0
1915,HHH_b2_00106_000000268_std_0001_0001,0.267,0.0,0.0,-0.0,0.267,0.0,0.0,-0.0
1916,HHH_b2_01778_000000048_std_0001_0001,0.568,0.0,0.0,-0.0,0.568,0.0,0.0,-0.0
1917,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b1_01175_0001_0002_0001_0001,27.559,0.0,0.0,-0.0,27.559,0.0,0.0,-0.0
1918,HHH_b2_05358_000000118_std_0001_0001,-1.199,0.0,0.0,-0.0,-1.199,0.0,0.0,-0.0
1919,HHH_b2_05920_000000012_std_0001_0001,0.597,0.0,0.0,-0.0,0.597,0.0,0.0,-0.0
1920,HHH_b2_00357_000000136_std_0001_0001,-0.06,0.0,0.0,-0.0,-0.06,0.0,0.0,-0.0
1921,HHH_b1_02406_000000087_std_0001_0001,-0.72,0.0,0.0,-0.0,-0.72,0.0,0.0,-0.0
1922,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b2_00934_0001_0002_0001_0001,-0.352,0.0,0.0,-0.0,-0.352,0.0,0.0,-0.0
1923,HHH_b2_05822_000000018_std_0001_0001,3.083,0.0,0.0,-0.0,3.083,0.0,0.0,-0.0
1924,HHH_b2_08048_000000229_std_0001_0001,-2.276,0.0,0.0,-0.0,-2.276,0.0,0.0,-0.0
1925,HHH_b1_02622_000000039_std_0001_0001,0.713,0.0,0.0,-0.0,0.713,0.0,0.0,-0.0
1926,HHH_b2_06733_000000106_std_0001_0001,-0.241,0.0,0.0,-0.0,-0.241,0.0,0.0,-0.0
1927,m_HHH_b1_01548_000000173_std_0001_24_31_H_._HHH_b2_07602_0001_0001_0001,-1.191,0.0,0.0,-0.0,-1.191,0.0,0.0,-0.0
1928,m_HHH_b1_00956_000000107_std_0001_24_34_H_._HHH_b1_06285_0001_0002_0001_0001,0.51,0.0,0.0,-0.0,0.51,0.0,0.0,-0.0
1929,m_HHH_b1_07861_000000265_std_0001_27_38_H_._HHH_b2_04198_0001_0003_0001_0001,-0.711,0.0,0.0,-0.0,-0.711,0.0,0.0,-0.0
1930,HHH_b1_01620_000000095_std_0001_0001,-0.799,0.0,0.0,-0.0,-0.799,0.0,0.0,-0.0
1931,HHH_b2_05487_000000053_nat_0001_0001,-0.415,0.0,0.0,-0.0,-0.415,0.0,0.0,-0.0
1932,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b2_00948_0001_0001_0001_0001,-0.379,0.0,0.0,-0.0,-0.379,0.0,0.0,-0.0
1933,HHH_b2_07046_000000182_std_0001_0001,0.089,0.0,0.0,-0.0,0.089,0.0,0.0,-0.0
1934,HHH_b1_04704_000000257_std_0001_0001,-0.755,0.0,0.0,-0.0,-0.755,0.0,0.0,-0.0
1935,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b1_07627_0001_0001_0001,5.431,0.0,0.0,-0.0,5.431,0.0,0.0,-0.0
1936,m_HHH_b2_05997_000000153_std_0001_1_17_H_._HHH_b1_00648_0001_0001_0001_0001,181.857,-0.249,0.0,-0.0,181.857,-0.249,0.0,-0.0
1937,HHH_b2_06470_000000222_std_0001_0001,-0.637,0.0,0.0,-0.0,-0.637,0.0,0.0,-0.0
1938,m_HHH_b1_04524_000000261_std_0001_27_35_H_._HHH_b2_01572_0001_0001_0001,5.025,0.0,0.0,-0.0,5.025,0.0,0.0,-0.0
1939,HHH_b1_02751_000000085_std_0001_0001,0.678,0.0,0.0,-0.0,0.678,0.0,0.0,-0.0
1940,HHH_b2_06191_000000013_std_0001_0001,1.925,0.0,0.0,-0.0,1.925,0.0,0.0,-0.0
1941,HHH_b2_01146_000000065_std_0001_0001,-0.851,0.0,0.0,-0.0,-0.851,0.0,0.0,-0.0
1942,HHH_b2_06572_000000295_std_0001_0001,1.238,0.0,0.0,-0.0,1.238,0.0,0.0,-0.0
1943,HHH_b1_01620_000000226_std_0001_0001,1.236,0.0,0.0,-0.0,1.236,0.0,0.0,-0.0
1944,HHH_b1_00332_000000158_std_0001_0001,0.717,0.0,0.0,-0.0,0.717,0.0,0.0,-0.0
1945,HHH_b2_05241_000000006_std_0001_0001,0.782,0.0,0.0,-0.0,0.782,0.0,0.0,-0.0
1946,HHH_b1_01865_000000124_std_0001_0001,-0.521,0.0,0.0,-0.0,-0.521,0.0,0.0,-0.0
1947,HHH_b1_02454_000000141_std_0001_0001,0.842,0.0,0.0,-0.0,0.842,0.0,0.0,-0.0
1948,HHH_b2_07827_000000018_std_0001_0001,-0.566,0.0,0.0,-0.0,-0.566,0.0,0.0,-0.0
1949,m_HHH_b1_04588_000000055_std_0001_43_50_H_._HHH_b2_06754_0001_0001_0001,-1.492,0.0,0.0,-0.0,-1.492,0.0,0.0,-0.0
